id,username,date,text,hashtags,geo,type,state,tweet,road_closure
1061732388286357505,CALFIRE_MEU,2018-11-11 21:28:22+00:00,# ,#MEUpic,,official,California,# ,0
1060655648692559872,CALFIRE_MEU,2018-11-08 22:09:47+00:00,update regarding the large quantities of smoke that can currently be seen in mendocino county  please do not call 911 for smoke information - call 707-456-1810 if you have general questions or  ,,,official,California,update regarding the large quantities of smoke that can currently be seen in mendocino county  please do not call 911 for smoke information - call 707-456-1810 if you have general questions or  ,0
1060599124653817856,CALFIRE_MEU,2018-11-08 18:25:10+00:00,drift smoke from camp fire visible in mendocino county #meu #calfiremeu #campfire  …,#MEU #CALFIREMEU #CAMPFIREhttps,,official,California,drift smoke from camp fire visible in mendocino county #meu #calfiremeu #campfire  …,0
1060597765556776961,CALFIRE_MEU,2018-11-08 18:19:46+00:00,the smoke visible in mendocino county is drift smoke from the fire in butte county  #meu,#MEU,,official,California,the smoke visible in mendocino county is drift smoke from the fire in butte county  #meu,0
1062514053539520512,CALFIRESHU,2018-11-14 01:14:25+00:00,do you want to perform dispatch duties to save lives   cal fire is currently accepting applications for the communications operator examination  applications will be accepted until december 12 2018  follow the link for more info    … ,,,official,California,do you want to perform dispatch duties to save lives   cal fire is currently accepting applications for the communications operator examination  applications will be accepted until december 12 2018  follow the link for more info    … ,1
1062521680671662080,CALFIRE_HUU,2018-11-14 01:44:44+00:00,cal fire communications operator examination opened on november 9 and closes on december 12 2018  apply today and join the cal fire family  learn more at    ,,,official,California,cal fire communications operator examination opened on november 9 and closes on december 12 2018  apply today and join the cal fire family  learn more at    ,0
1062475901487669248,CALFIRE_HUU,2018-11-13 22:42:49+00:00,the  redwood  incident update  forward progress stopped at    calfire huu,,,official,California,the  redwood  incident update  forward progress stopped at    calfire huu,1
1062443354800050177,CALFIRE_HUU,2018-11-13 20:33:29+00:00, redwood  incident is a new vegetation fire in the kneeland area off kneeland rd in the bridgeville area  reported as 3 acres of vegetation   calfire huu and lg responding ,,,official,California, redwood  incident is a new vegetation fire in the kneeland area off kneeland rd in the bridgeville area  reported as 3 acres of vegetation   calfire huu and lg responding ,1
1062431989284794368,CALFIRE_HUU,2018-11-13 19:48:19+00:00, calfire huu sending a full wildland response to a vegetation fire off kneeland road in the bridgeville area ,,,official,California, calfire huu sending a full wildland response to a vegetation fire off kneeland road in the bridgeville area ,1
1062400501214404608,CALFIRE_HUU,2018-11-13 17:43:12+00:00,the  green hill  fire is contained at 10 acres  re-mapping occurring in daylight today to confirm acreage  no life threat ,,,official,California,the  green hill  fire is contained at 10 acres  re-mapping occurring in daylight today to confirm acreage  no life threat ,0
1062153791057813504,CALFIRE_HUU,2018-11-13 01:22:52+00:00, calfire huu vegetation fire in the green hill area  multiple air and ground crews are at scene  approx  10  ,,,official,California, calfire huu vegetation fire in the green hill area  multiple air and ground crews are at scene  approx  10  ,0
1065322334423154693,CountyVentura,2018-11-21 19:13:31+00:00,the ventura county sheriff’s office has debuted a redesigned website which gives the public access to the wide array of services and programs offered by the agency   venturasheriff   … ,,,official,California,the ventura county sheriff’s office has debuted a redesigned website which gives the public access to the wide array of services and programs offered by the agency   venturasheriff   … ,0
1064969170264059904,CountyVentura,2018-11-20 19:50:11+00:00,the ventura county fire department is ready for rain and has sandbags available to help you  visit   …    el departamento de bomberos del condado de ventura se está preparando para la lluvia y tiene sacos terreros disponibles  visite   …  …,,,official,California,the ventura county fire department is ready for rain and has sandbags available to help you  visit   …    el departamento de bomberos del condado de ventura se está preparando para la lluvia y tiene sacos terreros disponibles  visite   …  …,1
1064614279033176064,CountyVentura,2018-11-19 20:19:58+00:00,el condado de ventura llevará a cabo una reunión comunitaria esta noche a las 6 30    para los residentes de la costa sur afectados por el incendio woolsey  el evento se va a realizar en la estación de bomberos del condado de ventura n° 56 11855 pacific coast highway  ,,,official,California,el condado de ventura llevará a cabo una reunión comunitaria esta noche a las 6 30    para los residentes de la costa sur afectados por el incendio woolsey  el evento se va a realizar en la estación de bomberos del condado de ventura n° 56 11855 pacific coast highway  ,0
1064613615985016832,CountyVentura,2018-11-19 20:17:20+00:00,the county of ventura will hold a community meeting tonight at 6 30    for residents of the south coast who were affected by the woolsey fire  the event will take place at ventura county fire station 56 11855 pacific coast highway malibu  ventura los angeles county line   ,,,official,California,the county of ventura will hold a community meeting tonight at 6 30    for residents of the south coast who were affected by the woolsey fire  the event will take place at ventura county fire station 56 11855 pacific coast highway malibu  ventura los angeles county line   ,1
1064603007138988032,CountyVentura,2018-11-19 19:35:10+00:00,it has been a long 10 days for ventura county but we want to recognize the long hours and hard work our first responders have put in to protect our county  we are grateful for your service  thank you for keeping us safe   vcfd pio  vcfd   ,,,official,California,it has been a long 10 days for ventura county but we want to recognize the long hours and hard work our first responders have put in to protect our county  we are grateful for your service  thank you for keeping us safe   vcfd pio  vcfd   ,0
1063579105717669888,CountyVentura,2018-11-16 23:46:33+00:00,el condado de ventura llevará a cabo una reunión comunitaria el sábado 17 de noviembre a la    para los residentes de bell canyon afectados por el incendio woolsey  el evento se va a realizar en el bell canyon community center 30 hackamore lane bell canyon ,,,official,California,el condado de ventura llevará a cabo una reunión comunitaria el sábado 17 de noviembre a la    para los residentes de bell canyon afectados por el incendio woolsey  el evento se va a realizar en el bell canyon community center 30 hackamore lane bell canyon ,0
1063578052527976448,CountyVentura,2018-11-16 23:42:22+00:00,the county of ventura will host a community meeting on saturday nov  17 at    for residents of bell canyon who have been affected by the woolsey fire  the event will be held at the bell canyon community center 30 hackamore lane bell canyon ,,,official,California,the county of ventura will host a community meeting on saturday nov  17 at    for residents of bell canyon who have been affected by the woolsey fire  the event will be held at the bell canyon community center 30 hackamore lane bell canyon ,1
1063497073159360512,CountyVentura,2018-11-16 18:20:35+00:00,the investigation around the #hillfire continues   vcfd could use your help  la causa del incendio hill está bajo investigación  si tiene información pertinente acerca de la fuente del incendio llame al 1  800    …,#HillFire,,official,California,the investigation around the #hillfire continues   vcfd could use your help  la causa del incendio hill está bajo investigación  si tiene información pertinente acerca de la fuente del incendio llame al 1  800    …,1
1063490589063184384,CountyVentura,2018-11-16 17:54:49+00:00,update on the #woolseyfire el incendio woolsey ha consumido 98362 acres y está 69  contenido  sigue activo hacia el sur de la ciudad de simi   …,#WoolseyFire,,official,California,update on the #woolseyfire el incendio woolsey ha consumido 98362 acres y está 69  contenido  sigue activo hacia el sur de la ciudad de simi   …,1
1063489501270433792,CountyVentura,2018-11-16 17:50:30+00:00,air quality update for november 16 la calidad del aire está buena hoy para todas áreas  hoy el 16 de noviembre es un día de no quemar leña para todas las zonas del   …,,,official,California,air quality update for november 16 la calidad del aire está buena hoy para todas áreas  hoy el 16 de noviembre es un día de no quemar leña para todas las zonas del   …,0
1063251058732883968,CountyVentura,2018-11-16 02:03:01+00:00,update on the #briggsfire últimas noticias del incendio briggs  el incendio está 90  contenido  bomberos trabajarán hasta la noche para tenerlo 100  controlado  no hubo daños a ninguna estructura  ningún bombero fue   …,#Briggsfire,,official,California,update on the #briggsfire últimas noticias del incendio briggs  el incendio está 90  contenido  bomberos trabajarán hasta la noche para tenerlo 100  controlado  no hubo daños a ninguna estructura  ningún bombero fue   …,1
1063247111817355264,CountyVentura,2018-11-16 01:47:20+00:00,updated air quality report aviso de la presencia de humo para el 15 y 16 de noviembre de 2018 una brisa del mar se va a desarrollar esta tarde y es posible que va a llevar humo del incendio hacia el interior  la brisa afectará a las ciudades en y alrededor de la   …,,,official,California,updated air quality report aviso de la presencia de humo para el 15 y 16 de noviembre de 2018 una brisa del mar se va a desarrollar esta tarde y es posible que va a llevar humo del incendio hacia el interior  la brisa afectará a las ciudades en y alrededor de la   …,0
1063212680264146944,CountyVentura,2018-11-15 23:30:31+00:00,update on the #briggsfire últimas noticias del incendio briggs  bomberos siguen trabajando duro utilizando aviones para controlarlo  ha consumido aprox  50 acres  no está amenazando a ningunas casas en la   …,#Briggsfire,,official,California,update on the #briggsfire últimas noticias del incendio briggs  bomberos siguen trabajando duro utilizando aviones para controlarlo  ha consumido aprox  50 acres  no está amenazando a ningunas casas en la   …,1
1063140518203338757,CountyVentura,2018-11-15 18:43:46+00:00,current air quality report for november 15 aviso de la presencia de humo y partículas del 15 de noviembre  la calidad de aire está moderada para la comunidad de el río y las zonas de la costa  para el resto del condado la calidad está buena  es un día de no quemar   …,,,official,California,current air quality report for november 15 aviso de la presencia de humo y partículas del 15 de noviembre  la calidad de aire está moderada para la comunidad de el río y las zonas de la costa  para el resto del condado la calidad está buena  es un día de no quemar   …,0
1063107724978794498,CountyVentura,2018-11-15 16:33:27+00:00,notice of the #briggsfire that is currently active near santa paula bomberos están trabajando para contener el incendio briggs en el fondo del rio cerca de santa paula  ha consumido 75 acres  no está amenazando a ninguna   …,#BriggsFire,,official,California,notice of the #briggsfire that is currently active near santa paula bomberos están trabajando para contener el incendio briggs en el fondo del rio cerca de santa paula  ha consumido 75 acres  no está amenazando a ninguna   …,1
1062789900490043392,CountyVentura,2018-11-14 19:30:32+00:00,look for impacts to traffic tomorrow in westlake village due to the funeral for sgt  ron helus habrá impactos al tráfico mañana en westlake village debido al funeral para sargento ron helus  …,,,official,California,look for impacts to traffic tomorrow in westlake village due to the funeral for sgt  ron helus habrá impactos al tráfico mañana en westlake village debido al funeral para sargento ron helus  …,1
1062769362711408641,CountyVentura,2018-11-14 18:08:56+00:00,update on the #hillfire últimas noticias  el incendio hill ha quemado 4531 acres y está 94  contenido  …,#HillFire,,official,California,update on the #hillfire últimas noticias  el incendio hill ha quemado 4531 acres y está 94  contenido  …,1
1062768872267235328,CountyVentura,2018-11-14 18:06:59+00:00,update on the #woolseyfire últimas noticias  el incendio woolsey ha consumido 97620 acres y está 47  contenido  …,#WoolseyFire,,official,California,update on the #woolseyfire últimas noticias  el incendio woolsey ha consumido 97620 acres y está 47  contenido  …,1
1062749973060583424,CountyVentura,2018-11-14 16:51:53+00:00,#woolseyfire  busque su vecindario y ampliar el mapa para ver cuáles casas están dañadas o fueron destruidas por el incendio  venturaoes comparte este mapa  …,#WoolseyFire,,official,California,#woolseyfire  busque su vecindario y ampliar el mapa para ver cuáles casas están dañadas o fueron destruidas por el incendio  venturaoes comparte este mapa  …,1
1062478515562409985,CountyVentura,2018-11-13 22:53:12+00:00,el condado de ventura y la ciudad de thousand oaks llevará a cabo una reunión comunitaria para los residentes impactados por los incendios el miercoles 14 de noviembre a las 6 30pm en las thousand oaks city council chambers 2100 thousand oaks blvd  thousand oaks ,,,official,California,el condado de ventura y la ciudad de thousand oaks llevará a cabo una reunión comunitaria para los residentes impactados por los incendios el miercoles 14 de noviembre a las 6 30pm en las thousand oaks city council chambers 2100 thousand oaks blvd  thousand oaks ,0
1062477034591412224,CountyVentura,2018-11-13 22:47:19+00:00,the county of ventura and city of thousand oaks will host a town hall meeting for residents affected by the recent fires on wednesday november 14 at 6 30pm in the thousand oaks city council chambers at 2100 thousand oaks blvd  in thousand oaks ,,,official,California,the county of ventura and city of thousand oaks will host a town hall meeting for residents affected by the recent fires on wednesday november 14 at 6 30pm in the thousand oaks city council chambers at 2100 thousand oaks blvd  in thousand oaks ,1
1062432825335439360,CountyVentura,2018-11-13 19:51:39+00:00,evacuation orders still in effect for lake sherwood and hidden valley  la orden de evacuación obligatoria sigue vigente para las comunidades de lake sherwood y hidden valley al sur de la calle potrero   …,,,official,California,evacuation orders still in effect for lake sherwood and hidden valley  la orden de evacuación obligatoria sigue vigente para las comunidades de lake sherwood y hidden valley al sur de la calle potrero   …,0
1061730566788177920,CountyVentura,2018-11-11 21:21:07+00:00,this has been a tragic week in ventura county and the suffering isn’t over  but please try to find space in your thoughts and prayers today for our veterans  many of them are on a different kind of front line today as firefighters and law enforcement officers  thanks to our  ,,,official,California,this has been a tragic week in ventura county and the suffering isn’t over  but please try to find space in your thoughts and prayers today for our veterans  many of them are on a different kind of front line today as firefighters and law enforcement officers  thanks to our  ,0
1060326737832103937,CountyVentura,2018-11-08 00:22:48+00:00,the american college of surgeons national surgical quality improvement program has recognized ventura county medical center as one of 83 participating hospitals that have achieved meritorious outcomes for surgical patient care in 2017  learn more at    … ,,,official,California,the american college of surgeons national surgical quality improvement program has recognized ventura county medical center as one of 83 participating hospitals that have achieved meritorious outcomes for surgical patient care in 2017  learn more at    … ,0
1066125265007403009,CALFIREAEU,2018-11-24 00:24:05+00:00,ensure you are properly disposing of your ashes  place them in a bucket made of non flammable material and never store that bucket on anything but concrete or bare mineral soil  a deck can and will catch fire from the heat transferred from an ash  ,,,official,California,ensure you are properly disposing of your ashes  place them in a bucket made of non flammable material and never store that bucket on anything but concrete or bare mineral soil  a deck can and will catch fire from the heat transferred from an ash  ,1
1066406126521073664,CaltransDist6,2018-11-24 19:00:08+00:00,bakersfield  the southbound state route 99 on-ramp from state route 223  bear mountain boulevard  will be closed starting monday november 26 at 6am until december 18 for roadway maintenance  a posted detour will be available ,,,official,California,bakersfield  the southbound state route 99 on-ramp from state route 223  bear mountain boulevard  will be closed starting monday november 26 at 6am until december 18 for roadway maintenance  a posted detour will be available ,1
1066006038414008320,CaltransDist6,2018-11-23 16:30:19+00:00,caltrans offices are closed today  please drive safely and allow extra travel time with the additional holiday travelers and black friday shoppers ,,,official,California,caltrans offices are closed today  please drive safely and allow extra travel time with the additional holiday travelers and black friday shoppers ,1
1065807960079687680,CaltransDist6,2018-11-23 03:23:14+00:00,kern county  northbound interstate 5 at laval road just north of grapevine two lanes closed due to semi truck vs vehicle accident  eto  ,,,official,California,kern county  northbound interstate 5 at laval road just north of grapevine two lanes closed due to semi truck vs vehicle accident  eto  ,1
1065639814022774785,CaltransDist6,2018-11-22 16:15:04+00:00,caltrans offices will be closed today for thanksgiving  we hope you have a wonderful meal an enjoyable time with family and please remember to drive safely this holiday weekend ,,,official,California,caltrans offices will be closed today for thanksgiving  we hope you have a wonderful meal an enjoyable time with family and please remember to drive safely this holiday weekend ,1
1065409528458563584,CaltransDist6,2018-11-22 01:00:00+00:00,college students  gain experience in your field and get paid  get info on the caltrans student assistant program at  ,,,official,California,college students  gain experience in your field and get paid  get info on the caltrans student assistant program at  ,0
1065384379948486656,CaltransDist6,2018-11-21 23:20:04+00:00,bakersfield  all lanes on northbound 99 have been re-opened following an earlier multi-vehicle   …,,,official,California,bakersfield  all lanes on northbound 99 have been re-opened following an earlier multi-vehicle   …,0
1065351046891859968,CaltransDist6,2018-11-21 21:07:37+00:00,bakersfield  northbound 99 reduced to 1 lane due to a multi-vehicle collision at ming avenue  traffic currently backed up to white lane  advise alternate routes  no eto at this  ,,,official,California,bakersfield  northbound 99 reduced to 1 lane due to a multi-vehicle collision at ming avenue  traffic currently backed up to white lane  advise alternate routes  no eto at this  ,1
1065032069049450496,CaltransDist6,2018-11-21 00:00:07+00:00,subscribe to the caltrans hq youtube channel to stay informed with #caltransnewsflash updates ,#CaltransNewsFlash,,official,California,subscribe to the caltrans hq youtube channel to stay informed with #caltransnewsflash updates ,0
1064990293718556672,CaltransDist6,2018-11-20 21:14:07+00:00,information for travelers headed to southern   …,,,official,California,information for travelers headed to southern   …,0
1064957372282548224,CaltransDist6,2018-11-20 19:03:18+00:00,hi jenny  happy to hear our staff was able to assist  do you happen to remember who it was that helped you  or the location where this happened  so we can pass along your message to the proper maintenance crew ,,,official,California,hi jenny  happy to hear our staff was able to assist  do you happen to remember who it was that helped you  or the location where this happened  so we can pass along your message to the proper maintenance crew ,0
1064654570754908161,CaltransDist6,2018-11-19 23:00:04+00:00,por favor utilice   para someter una solicitud de servicio al cliente para reporter problemas en nuestras carreteras estatales como baches malas herbas basura ect ,,,official,California,por favor utilice   para someter una solicitud de servicio al cliente para reporter problemas en nuestras carreteras estatales como baches malas herbas basura ect ,0
1064644815269187584,CaltransDist6,2018-11-19 22:21:18+00:00,#kerncounty an overturned big rig is blocking northbound traffic on i-5 at merced ave  there is no eto at this time  expect  ,#KernCounty,,official,California,#kerncounty an overturned big rig is blocking northbound traffic on i-5 at merced ave  there is no eto at this time  expect  ,1
1064594980931399680,CaltransDist6,2018-11-19 19:03:17+00:00,kings county  the community of kettleman city becomes congested during holiday travel  please see below for traffic control announcements and holiday travel tips  we encourage all motorists to allow ample time for travel and to check   for traffic  ,,,official,California,kings county  the community of kettleman city becomes congested during holiday travel  please see below for traffic control announcements and holiday travel tips  we encourage all motorists to allow ample time for travel and to check   for traffic  ,1
1064580702539210752,CaltransDist6,2018-11-19 18:06:33+00:00,#commuteralert from  cityoffresno regarding work at sr-180 and temperance ave  a detour is provided #beworkzonealert  …,#CommuterAlert #BeWorkZoneAlerthttps,,official,California,#commuteralert from  cityoffresno regarding work at sr-180 and temperance ave  a detour is provided #beworkzonealert  …,0
1063552348365176838,CaltransDist6,2018-11-16 22:00:14+00:00,have a look at caltrans #trafficcams before you head out  ,#TrafficCams,,official,California,have a look at caltrans #trafficcams before you head out  ,1
1063227349355847680,CaltransDist6,2018-11-16 00:28:48+00:00,hi ashley - we checked with our traffic safety department and they shared that this appears to be an isolated event that involved another vehicle  however our team will be looking into this area to further investigate any patterns ,,,official,California,hi ashley - we checked with our traffic safety department and they shared that this appears to be an isolated event that involved another vehicle  however our team will be looking into this area to further investigate any patterns ,1
1063174855984582656,CaltransDist6,2018-11-15 21:00:13+00:00,use #quickmap to check for closures incidents fires chain controls and more   ,#QuickMap,,official,California,use #quickmap to check for closures incidents fires chain controls and more   ,0
1063111991613513730,CaltransDist6,2018-11-15 16:50:25+00:00,thanks for helping us get the word out   …,,,official,California,thanks for helping us get the word out   …,0
1062844213962858497,CaltransDist6,2018-11-14 23:06:21+00:00,update  all lanes are open and   …,,,official,California,update  all lanes are open and   …,0
1062843479817052160,CaltransDist6,2018-11-14 23:03:26+00:00,update  all lanes are open and   …,,,official,California,update  all lanes are open and   …,0
1062821649454485504,CaltransDist6,2018-11-14 21:36:42+00:00,chowchilla area  caltrans chp chowchilla police department and various agencies are working hard near southbound state route 99 and avenue 24 to get the freeway open as soon as  ,,,official,California,chowchilla area  caltrans chp chowchilla police department and various agencies are working hard near southbound state route 99 and avenue 24 to get the freeway open as soon as  ,0
1062818456406347776,CaltransDist6,2018-11-14 21:24:00+00:00,update  all lanes at sr-41 and mt  whitney are clear  please allow time for traffic to dissipate ,,,official,California,update  all lanes at sr-41 and mt  whitney are clear  please allow time for traffic to dissipate ,0
1062815801281929216,CaltransDist6,2018-11-14 21:13:27+00:00,traffic on southboud sr-41 at mt  whitney is open but moving slowly  northbound lanes remain blocked at this time with no  ,,,official,California,traffic on southboud sr-41 at mt  whitney is open but moving slowly  northbound lanes remain blocked at this time with no  ,0
1062814159513874432,CaltransDist6,2018-11-14 21:06:56+00:00,fresno county  sr-41 is currently completely blocked at mt  whitney ave due to a jackknifed big rig  no eto at this  ,,,official,California,fresno county  sr-41 is currently completely blocked at mt  whitney ave due to a jackknifed big rig  no eto at this  ,1
1062804399741751297,CaltransDist6,2018-11-14 20:28:09+00:00,chowchilla  sb sr-99 near ave 24 reports of a traffic collision involving a big rig  all sb lanes are closed to through traffic  eto is unknown at this time  avoid the area if possible  check   for traffic  ,,,official,California,chowchilla  sb sr-99 near ave 24 reports of a traffic collision involving a big rig  all sb lanes are closed to through traffic  eto is unknown at this time  avoid the area if possible  check   for traffic  ,1
1062797373955588104,CaltransDist6,2018-11-14 20:00:14+00:00,notice a bad pothole or litter  report california highway maintenance issues here  ,,,official,California,notice a bad pothole or litter  report california highway maintenance issues here  ,0
1062436906523222016,CaltransDist6,2018-11-13 20:07:52+00:00,tulare county  reports of an accident in the area of sr-201 aka ave 400 between road 104 and road 120  the area has been closed to through traffic  detours are available  check   for real-time  ,,,official,California,tulare county  reports of an accident in the area of sr-201 aka ave 400 between road 104 and road 120  the area has been closed to through traffic  detours are available  check   for real-time  ,1
1062420009757167617,CaltransDist6,2018-11-13 19:00:43+00:00,caltrans volunteer program can assist in fulfilling career development goals  get more info here   ,,,official,California,caltrans volunteer program can assist in fulfilling career development goals  get more info here   ,0
1062415554370166784,CaltransDist6,2018-11-13 18:43:01+00:00,update  all lanes are open and   …,,,official,California,update  all lanes are open and   …,0
1062390114955911168,CaltransDist6,2018-11-13 17:01:56+00:00,madera county  reports of a traffic collision nb sr-99 north of ave 9  traffic backed up to ave 7 at this time  avoid the area if possible  check   for up to the minute  ,,,official,California,madera county  reports of a traffic collision nb sr-99 north of ave 9  traffic backed up to ave 7 at this time  avoid the area if possible  check   for up to the minute  ,1
1062019875525312512,CaltransDist6,2018-11-12 16:30:44+00:00,caltrans offices are closed today in observance of veterans day  caltrans salutes veterans everywhere  # ,#thankavetpic,,official,California,caltrans offices are closed today in observance of veterans day  caltrans salutes veterans everywhere  # ,0
1060970375994097664,CaltransDist6,2018-11-09 19:00:24+00:00,please dont litter  roadway litter negatively impacts our budget safety & environment  if you or your organization would like to help check our the adopt a highway program-  ,,,official,California,please dont litter  roadway litter negatively impacts our budget safety & environment  if you or your organization would like to help check our the adopt a highway program-  ,0
