id,username,date,text,hashtags,geo,type,tweet,road_closure
1191365973724430337,CaltransDist3,2019-11-04 14:45:57,rt  chp sac   chico  chico southgate dr   assist ct with maintenance    ,[],,official,RT  chp sac   CHICO  Chico Southgate Dr   Assist CT with Maintenance    ,0
1191357657736564738,CaltransDist7,2019-11-04 14:12:54,#claremont wb 210 at towne ave all lanes except hov carpool lane are blocked due to an overturned big rig  duration…  ,"[{'text': 'Claremont', 'indices': [0, 10]}]",,official,#Claremont WB 210 at Towne Ave all lanes except HOV carpool lane are blocked due to an overturned big rig  Duration…  ,1
1191353838399176704,Caltrans8,2019-11-04 13:57:44,rt  chpsouthern  sigalert update in claremont  wb i-210 at towne avenue the #1 #2 and #3 lanes will be blocked for an additional 2 hours…,[],,official,RT  CHPsouthern  SIGALERT UPDATE IN CLAREMONT  WB I-210 AT TOWNE AVENUE THE #1 #2 AND #3 LANES WILL BE BLOCKED FOR AN ADDITIONAL 2 HOURS…,1
1191345049939804160,CountyVentura,2019-11-04 13:22:48,somos muy afortunados de tenerlos tanto para las operaciones de bomberos como las de rescate ,[],,official,Somos muy afortunados de tenerlos tanto para las operaciones de bomberos como las de rescate ,0
1191344778274697216,CountyVentura,2019-11-04 13:21:43,"  vcfd helicopter view of the #mariafire
-
¿se pregunta cómo sería para los helicópteros de bomberos desde el aire …  ","[{'text': 'MariaFire', 'indices': [30, 40]}]",,official,"  VCFD helicopter view of the #MariaFire
-
¿Se pregunta cómo sería para los helicópteros de bomberos desde el aire …  ",0
1191201938173546497,CALFIRE_PIO,2019-11-04 03:54:08,#rt  cal fire  #kincadefire off john kincade road and burned mountain road northeast of geyserville in sonoma coun…  ,"[{'text': 'RT', 'indices': [0, 3]}, {'text': 'KincadeFire', 'indices': [15, 27]}]",,official,#RT  CAL FIRE  #KincadeFire off John Kincade Road and Burned Mountain Road northeast of Geyserville in Sonoma Coun…  ,1
1191201936772612096,CALFIRE_PIO,2019-11-04 03:54:07,#rt  cal fire  #mariafire off of bradley road and solano verde dr top of south mt santa paula in ventura county i…  ,"[{'text': 'RT', 'indices': [0, 3]}, {'text': 'MariaFire', 'indices': [15, 25]}]",,official,#RT  CAL FIRE  #MariaFire off of Bradley Road and Solano Verde Dr Top of South Mt Santa Paula in Ventura County i…  ,1
1191201935409516544,CALFIRE_PIO,2019-11-04 03:54:07,#rt  cal fire  #burrisfire off potter valley rd and hwy 20 east of calpella in mendocino county is 703 acres and 1…  ,"[{'text': 'RT', 'indices': [0, 3]}, {'text': 'BurrisFire', 'indices': [15, 26]}]",,official,#RT  CAL FIRE  #BurrisFire off Potter Valley Rd and Hwy 20 east of Calpella in Mendocino County is 703 acres and 1…  ,1
1191201933941510144,CALFIRE_PIO,2019-11-04 03:54:07,#rt  cal fire  #ranchfire off colyer springs rd and raglin ridge rd southwest of red bluff in tehama county is 476…  ,"[{'text': 'RT', 'indices': [0, 3]}, {'text': 'RanchFire', 'indices': [15, 25]}]",,official,#RT  CAL FIRE  #RanchFire off Colyer Springs Rd and Raglin Ridge Rd southwest of Red Bluff in Tehama county is 476…  ,1
1191201932272123904,CALFIRE_PIO,2019-11-04 03:54:06,#rt  cal fire  #ranchfire off colyer springs rd and raglin ridge rd southwest of red bluff in tehama county is 446…  ,"[{'text': 'RT', 'indices': [0, 3]}, {'text': 'RanchFire', 'indices': [15, 25]}]",,official,#RT  CAL FIRE  #RanchFire off Colyer Springs Rd and Raglin Ridge Rd southwest of Red Bluff in Tehama county is 446…  ,1
1191190595483553794,CAL_FIRE,2019-11-04 03:09:03,#kincadefire off john kincade road and burned mountain road northeast of geyserville in sonoma county is 77758 ac…  ,"[{'text': 'KincadeFire', 'indices': [0, 12]}]",,official,#KincadeFire off John Kincade Road and Burned Mountain Road northeast of Geyserville in Sonoma County is 77758 ac…  ,1
1191188338583031810,CALFIRELNU,2019-11-04 03:00:05,#kincadefire off john kincade road and burned mountain road northeast of geyserville in sonoma county is 77758 ac…  ,"[{'text': 'KincadeFire', 'indices': [0, 12]}]",,official,#KincadeFire off John Kincade Road and Burned Mountain Road northeast of Geyserville in Sonoma County is 77758 ac…  ,1
1191187542957154304,CAL_FIRE,2019-11-04 02:56:56,#mariafire off of bradley road and solano verde dr top of south mt santa paula in ventura county is 9412 acres an…  ,"[{'text': 'MariaFire', 'indices': [0, 10]}]",,official,#MariaFire off of Bradley Road and Solano Verde Dr Top of South Mt Santa Paula in Ventura County is 9412 acres an…  ,1
1191186610332684288,CAL_FIRE,2019-11-04 02:53:13,#burrisfire off potter valley rd and hwy 20 east of calpella in mendocino county is 703 acres and 100  contained …  ,"[{'text': 'BurrisFire', 'indices': [0, 11]}]",,official,#BurrisFire off Potter Valley Rd and Hwy 20 east of Calpella in Mendocino County is 703 acres and 100  contained …  ,1
1191185931941769216,CAL_FIRE,2019-11-04 02:50:31,#ranchfire off colyer springs rd and raglin ridge rd southwest of red bluff in tehama county is 476 acres   ,"[{'text': 'RanchFire', 'indices': [0, 10]}]",,official,#RanchFire off Colyer Springs Rd and Raglin Ridge Rd southwest of Red Bluff in Tehama county is 476 acres   ,1
1191183718062292992,VCFD,2019-11-04 02:41:44,#mariafire wonder what it looks like for fire helicopters from the air  helicopters that fight fire at night are no…  ,"[{'text': 'MariaFire', 'indices': [0, 10]}]",,official,#MariaFire Wonder what it looks like for fire helicopters from the air  Helicopters that fight fire at night are no…  ,0
1191176534490406912,CAL_FIRE,2019-11-04 02:13:11,#ranchfire off colyer springs rd and raglin ridge rd southwest of red bluff in tehama county is 446 acres   ,"[{'text': 'RanchFire', 'indices': [0, 10]}]",,official,#RanchFire off Colyer Springs Rd and Raglin Ridge Rd southwest of Red Bluff in Tehama county is 446 acres   ,1
1191171753847984128,CALFIRE_PIO,2019-11-04 01:54:11,#rt  cal fire  #46fire off of 5300 block of 46th street east of jurupa valley in riverside county remains 328 acre…  ,"[{'text': 'RT', 'indices': [0, 3]}, {'text': '46Fire', 'indices': [15, 22]}]",,official,#RT  CAL FIRE  #46Fire off of 5300 block of 46th Street East of Jurupa Valley in Riverside County remains 328 acre…  ,1
1191171751608225792,CALFIRE_PIO,2019-11-04 01:54:11,#rt  cal fire  #ranchfire off colyer springs rd and raglin ridge rd southwest of red bluff in tehama county is 350…  ,"[{'text': 'RT', 'indices': [0, 3]}, {'text': 'RanchFire', 'indices': [15, 25]}]",,official,#RT  CAL FIRE  #RanchFire off Colyer Springs Rd and Raglin Ridge Rd southwest of Red Bluff in Tehama county is 350…  ,1
1191149325667196931,VCFD,2019-11-04 00:25:04,questions about school closures  visit   to see a full and up to date list   venturacoe…  ,[],,official,Questions about school closures  Visit   to see a full and up to date list   VenturaCOE…  ,1
1191146716235325440,CAL_FIRE,2019-11-04 00:14:42,#46fire off of 5300 block of 46th street east of jurupa valley in riverside county remains 328 acres and 100  cont…  ,"[{'text': '46Fire', 'indices': [0, 7]}]",,official,#46Fire off of 5300 block of 46th Street East of Jurupa Valley in Riverside County remains 328 acres and 100  cont…  ,1
1191146033994035200,CAL_FIRE,2019-11-04 00:11:59,#ranchfire off colyer springs rd and raglin ridge rd southwest of red bluff in tehama county is 350 acres  ,"[{'text': 'RanchFire', 'indices': [0, 10]}]",,official,#RanchFire off Colyer Springs Rd and Raglin Ridge Rd southwest of Red Bluff in Tehama county is 350 acres  ,1
1191141061621690369,CALFIRE_PIO,2019-11-03 23:52:14,#rt  cal fire  #ranchfire off colyer springs rd and raglin ridge rd southwest of red bluff in tehama county is 150…  ,"[{'text': 'RT', 'indices': [0, 3]}, {'text': 'RanchFire', 'indices': [15, 25]}]",,official,#RT  CAL FIRE  #RanchFire off Colyer Springs Rd and Raglin Ridge Rd southwest of Red Bluff in Tehama county is 150…  ,1
1191141060212338691,CALFIRE_PIO,2019-11-03 23:52:13,#rt  cal fire  rt  calfirelnu  #kincadefire repopulation update for sunday november 3 2019 at 3 00 pm  more here …  ,"[{'text': 'RT', 'indices': [0, 3]}, {'text': 'kincadefire', 'indices': [31, 43]}]",,official,#RT  CAL FIRE  RT  CALFIRELNU  #kincadefire Repopulation Update for Sunday November 3 2019 at 3 00 PM  More Here …  ,0
1191141059008565248,CALFIRE_PIO,2019-11-03 23:52:13,#rt  cal fire  #ranchfire off colyer springs rd and raglin ridge rd southwest of red bluff in tehama county is 50 acres,"[{'text': 'RT', 'indices': [0, 3]}, {'text': 'RanchFire', 'indices': [15, 25]}]",,official,#RT  CAL FIRE  #RanchFire off Colyer Springs Rd and Raglin Ridge Rd southwest of Red Bluff in Tehama county is 50 acres,1
1191141057645469703,CALFIRE_PIO,2019-11-03 23:52:13,#rt  cal fire  new incident  #ranchfire off colyer springs rd and raglin ridge rd southwest of red bluff in tehama…  ,"[{'text': 'RT', 'indices': [0, 3]}, {'text': 'RanchFire', 'indices': [29, 39]}]",,official,#RT  CAL FIRE  New Incident  #RanchFire off Colyer Springs Rd and Raglin Ridge Rd southwest of Red Bluff in Tehama…  ,1
1191137734565355520,CAL_FIRE,2019-11-03 23:39:00,#ranchfire off colyer springs rd and raglin ridge rd southwest of red bluff in tehama county is 150 acres  ,"[{'text': 'RanchFire', 'indices': [0, 10]}]",,official,#RanchFire off Colyer Springs Rd and Raglin Ridge Rd southwest of Red Bluff in Tehama county is 150 acres  ,1
1191128086000963584,CALFIRELNU,2019-11-03 23:00:40,#kincadefire repopulation update for sunday november 3 2019 at 3 00 pm  more here     ,"[{'text': 'kincadefire', 'indices': [0, 12]}]",,official,#kincadefire Repopulation Update for Sunday November 3 2019 at 3 00 PM  More Here     ,0
1191118988941524992,CAL_FIRE,2019-11-03 22:24:31,#ranchfire off colyer springs rd and raglin ridge rd southwest of red bluff in tehama county is 50 acres,"[{'text': 'RanchFire', 'indices': [0, 10]}]",,official,#RanchFire off Colyer Springs Rd and Raglin Ridge Rd southwest of Red Bluff in Tehama county is 50 acres,1
1191117228835393536,VCFD,2019-11-03 22:17:31,rt  vcfd pio  ventura county may experience poor air quality due to the #mariafire  do your best to stay indoors until air quality improves…,"[{'text': 'MariaFire', 'indices': [72, 82]}]",,official,RT  VCFD PIO  Ventura County may experience poor air quality due to the #MariaFire  Do your best to stay indoors until air quality improves…,1
1191117224620113920,CAL_FIRE,2019-11-03 22:17:30,new incident  #ranchfire off colyer springs rd and raglin ridge rd southwest of red bluff in tehama county is 20 a…  ,"[{'text': 'RanchFire', 'indices': [14, 24]}]",,official,New Incident  #RanchFire off Colyer Springs Rd and Raglin Ridge Rd southwest of Red Bluff in Tehama county is 20 a…  ,1
1191114204650115073,Caltrans8,2019-11-03 22:05:30,update  i-10 wb west of cedar — all lanes now open #caltrans8,"[{'text': 'Caltrans8', 'indices': [51, 61]}]",,official,UPDATE  I-10 WB West of Cedar — all lanes now open #Caltrans8,0
1191108161815474176,CountyVentura,2019-11-03 21:41:30,vuelva a ver una actualización por video   vcfd  vcfd pio,[],,official,Vuelva a ver una actualización por video   VCFD  VCFD PIO,0
1191107841773338624,CountyVentura,2019-11-03 21:40:13,"#mariafire animal rescue   vcfd pio 
-
¡rescate animal  los bomberos del vcfd ayudaron a rescatar este búho cornudo…  ","[{'text': 'MariaFire', 'indices': [0, 10]}]",,official,"#MariaFire animal rescue   VCFD PIO 
-
¡Rescate animal  Los bomberos del VCFD ayudaron a rescatar este Búho Cornudo…  ",1
1191106211560579072,CALFIREAEU,2019-11-03 21:33:45,1 31pm update - b2705 as the ic forward progress of the fire stopped  #sierramafire,"[{'text': 'SierramaFire', 'indices': [71, 84]}]",,official,1 31PM update - B2705 as the IC forward progress of the fire stopped  #SierramaFire,1
1191105415641260044,Caltrans8,2019-11-03 21:30:35,sbco  i-10 wb west of cedar ave in bloomington 1 lane blocked for approximately 30 min #caltrans8  ,"[{'text': 'Caltrans8', 'indices': [89, 99]}]",,official,SBCO  I-10 WB West of Cedar Ave in Bloomington 1 lane blocked for approximately 30 min #Caltrans8  ,1
1191103605496877056,CALFIREAEU,2019-11-03 21:23:23,1 22pm update - units at scene are reporting 1 acre burning in the grass  #sierramafire,"[{'text': 'SierramaFire', 'indices': [74, 87]}]",,official,1 22PM update - Units at scene are reporting 1 acre burning in the grass  #SierramaFire,0
1191103028083843072,CALFIREAEU,2019-11-03 21:21:06,firefighters are responding to a reported vegetation fire in the area of sierrama road and sunfaire lane  el dorado county   #sierramafire,"[{'text': 'SierramaFire', 'indices': [125, 138]}]",,official,Firefighters are responding to a reported vegetation fire in the area of Sierrama Road and Sunfaire Lane  El Dorado County   #SierramaFire,1
1191092270272876544,CaltransDist7,2019-11-03 20:38:21,all lanes and connectors have reopened   chpsouthern  ,[],,official,All lanes and connectors have reopened   CHPsouthern  ,0
1191088168243625984,CountyVentura,2019-11-03 20:22:03,"rt  vcfd pio  #mariafire información reciente de operaciones 11 3 19 

 cal fire  vcfd  venturasheriff  ","[{'text': 'MariaFire', 'indices': [14, 24]}]",,official,"RT  VCFD PIO  #MariaFire información reciente de operaciones 11 3 19 

 CAL FIRE  VCFD  VENTURASHERIFF  ",0
1191081554925088768,VCFD,2019-11-03 19:55:46, camwildlife,[],,official, camwildlife,0
1191075640914534400,VCFD,2019-11-03 19:32:16,animal rescue  the  vcfd handcrew helped save this injured great horned owl from the #mariafire  the owl was taken…  ,"[{'text': 'MariaFire', 'indices': [85, 95]}]",,official,Animal rescue  The  VCFD handcrew helped save this injured Great Horned Owl from the #MariaFire  The owl was taken…  ,1
1191068797609885696,CALFIRESANDIEGO,2019-11-03 19:05:04,#79ic near cuyamaca  final  highway 79 reopened  all cal fire   san diego county fire resources available   ,"[{'text': '79IC', 'indices': [0, 5]}]",,official,#79IC near Cuyamaca  final  Highway 79 reopened  all CAL FIRE   San Diego County Fire resources available   ,0
1191060042977619968,VCFD,2019-11-03 18:30:17,"wondering about road closures shelters evacuations and power outages  
visit   for up to da…  ",[],,official,"Wondering about road closures shelters evacuations and power outages  
Visit   for up to da…  ",1
1191054861078597632,CALFIRESANDIEGO,2019-11-03 18:09:42,#79ic near cuyamaca  update  patients have been extricated from the vehicle and ground transported to the hospital …  ,"[{'text': '79IC', 'indices': [0, 5]}]",,official,#79IC near Cuyamaca  update  Patients have been extricated from the vehicle and ground transported to the hospital …  ,0
1191053661922680832,CaltransDist7,2019-11-03 18:04:56,"closures underway now for a police investigation 

-sb 110 at rte 91  # 2 3 4 lanes closed 
-sb 110 to rte 405 co…  ",[],,official,"Closures underway now for a police investigation 

-SB 110 at Rte 91  # 2 3 4 lanes closed 
-SB 110 to Rte 405 co…  ",1
1191050445591957504,CaltransDist7,2019-11-03 17:52:09,rt  chpsouthern  sigalert issued in carson  sb i-110 at sr-91 the #2 #3 #4 and #5 lanes sb i-110 to nb sb i-405 transition and sb i-1…,[],,official,RT  CHPsouthern  SIGALERT ISSUED IN CARSON  SB I-110 AT SR-91 THE #2 #3 #4 AND #5 LANES SB I-110 TO NB SB I-405 TRANSITION AND SB I-1…,0
1191044749454651398,CALFIRESANDIEGO,2019-11-03 17:29:31,  calfiresandiego is at scene of an overturned vehicle on highway 79 near oakzanita campground  two patients trappe…  ,[],,official,  CALFIRESANDIEGO is at scene of an overturned vehicle on Highway 79 near Oakzanita Campground  Two patients trappe…  ,1
1191020325766598662,CALFIRE_PIO,2019-11-03 15:52:28,#rt  cal fire  #kincadefire off john kincade road and burned mountain road northeast of geyserville in sonoma coun…  ,"[{'text': 'RT', 'indices': [0, 3]}, {'text': 'KincadeFire', 'indices': [15, 27]}]",,official,#RT  CAL FIRE  #KincadeFire off John Kincade Road and Burned Mountain Road northeast of Geyserville in Sonoma Coun…  ,1
1191020324374171653,CALFIRE_PIO,2019-11-03 15:52:28,#rt  cal fire  #46fire off of 5300 block of 46th street east of jurupa valley in riverside county remains 328 acre…  ,"[{'text': 'RT', 'indices': [0, 3]}, {'text': '46Fire', 'indices': [15, 22]}]",,official,#RT  CAL FIRE  #46Fire off of 5300 block of 46th Street East of Jurupa Valley in Riverside County remains 328 acre…  ,1
1191020323270995972,CALFIRE_PIO,2019-11-03 15:52:27,#rt  cal fire  #mariafire off of bradley road and solano verde dr top of south mt santa paula in ventura county i…  ,"[{'text': 'RT', 'indices': [0, 3]}, {'text': 'MariaFire', 'indices': [15, 25]}]",,official,#RT  CAL FIRE  #MariaFire off of Bradley Road and Solano Verde Dr Top of South Mt Santa Paula in Ventura County i…  ,1
1191020322096586754,CALFIRE_PIO,2019-11-03 15:52:27,#rt  cal fire  #burrisfire off potter valley rd and hwy 20 east of calpella in mendocino county is 703 acres and 9…  ,"[{'text': 'RT', 'indices': [0, 3]}, {'text': 'BurrisFire', 'indices': [15, 26]}]",,official,#RT  CAL FIRE  #BurrisFire off Potter Valley Rd and Hwy 20 east of Calpella in Mendocino County is 703 acres and 9…  ,1
1191012527129292801,CAL_FIRE,2019-11-03 15:21:29,#kincadefire off john kincade road and burned mountain road northeast of geyserville in sonoma county is 77758 ac…  ,"[{'text': 'KincadeFire', 'indices': [0, 12]}]",,official,#KincadeFire off John Kincade Road and Burned Mountain Road northeast of Geyserville in Sonoma County is 77758 ac…  ,1
1191011773756821506,CountyVentura,2019-11-03 15:18:29,"#mariafire fact sheet for 11 3  vcfd pio 
-
hoja de datos sobre el #incendiomaria para el 3 de nov   ","[{'text': 'MariaFire', 'indices': [0, 10]}, {'text': 'IncendioMaria', 'indices': [67, 81]}]",,official,"#MariaFire Fact sheet for 11 3  VCFD PIO 
-
Hoja de datos sobre el #IncendioMaria para el 3 de nov   ",0
1191010437095018496,CAL_FIRE,2019-11-03 15:13:10,#46fire off of 5300 block of 46th street east of jurupa valley in riverside county remains 328 acres and 95  conta…  ,"[{'text': '46Fire', 'indices': [0, 7]}]",,official,#46Fire off of 5300 block of 46th Street East of Jurupa Valley in Riverside County remains 328 acres and 95  conta…  ,1
1191009384492519424,CAL_FIRE,2019-11-03 15:08:59,#mariafire off of bradley road and solano verde dr top of south mt santa paula in ventura county is 9412 acres an…  ,"[{'text': 'MariaFire', 'indices': [0, 10]}]",,official,#MariaFire off of Bradley Road and Solano Verde Dr Top of South Mt Santa Paula in Ventura County is 9412 acres an…  ,1
1191007820394549248,CAL_FIRE,2019-11-03 15:02:46,#burrisfire off potter valley rd and hwy 20 east of calpella in mendocino county is 703 acres and 98  contained …  ,"[{'text': 'BurrisFire', 'indices': [0, 11]}]",,official,#BurrisFire off Potter Valley Rd and Hwy 20 east of Calpella in Mendocino County is 703 acres and 98  contained …  ,1
1191007175784587265,CALFIRELNU,2019-11-03 15:00:13,#kincadefire off john kincade road and burned mountain road northeast of geyserville in sonoma county is 77758 ac…  ,"[{'text': 'KincadeFire', 'indices': [0, 12]}]",,official,#KincadeFire off John Kincade Road and Burned Mountain Road northeast of Geyserville in Sonoma County is 77758 ac…  ,1
1190992430243467265,CALFIRESHU,2019-11-03 14:01:37, ,[],,official, ,0
1190927832815304704,Caltrans8,2019-11-03 09:44:56,all lanes are opened  ,[],,official,All lanes are opened  ,0
1190852197447172097,Caltrans8,2019-11-03 04:44:23,police investigation  unknown duration   ,[],,official,Police investigation  Unknown duration   ,0
1190846888653643777,Caltrans8,2019-11-03 04:23:17,rivco  wb sr-91 in riverside at auto center dr  all lanes are currently blocked  #caltrans8,"[{'text': 'Caltrans8', 'indices': [82, 92]}]",,official,RIVCO  WB SR-91 in Riverside at Auto Center Dr  all lanes are currently blocked  #Caltrans8,1
1190839171935547393,CALFIRE_PIO,2019-11-03 03:52:37,#rt  cal fire  #kincadefire off john kincade road and burned mountain road northeast of geyserville in sonoma coun…  ,"[{'text': 'RT', 'indices': [0, 3]}, {'text': 'KincadeFire', 'indices': [15, 27]}]",,official,#RT  CAL FIRE  #KincadeFire off John Kincade Road and Burned Mountain Road northeast of Geyserville in Sonoma Coun…  ,1
1190839170006224903,CALFIRE_PIO,2019-11-03 03:52:37,#rt  cal fire  #46fire off of 5300 block of 46th street east of jurupa valley in riverside county remains 328 acre…  ,"[{'text': 'RT', 'indices': [0, 3]}, {'text': '46Fire', 'indices': [15, 22]}]",,official,#RT  CAL FIRE  #46Fire off of 5300 block of 46th Street East of Jurupa Valley in Riverside County remains 328 acre…  ,1
