id,username,date,text,hashtags,geo,type,tweet,road_closure
516976440496377856,CaltransDist3,2014-09-30 15:42:43+00:00,sac sb i-5 near garden hwy lanes cleared ,,,official,Sac SB I-5 near Garden Hwy lanes cleared ,0
516975751804223488,CaltransDist3,2014-09-30 15:39:58+00:00,lanes just cleared ,,,official,Lanes just cleared ,0
516975299540840448,CaltransDist3,2014-09-30 15:38:11+00:00,sac sb i-5 just south of garden hwy  expect delays due to accident  #3#4 lanes blocked  no eto ,#3 #4,,official,Sac SB I-5 just south of Garden Hwy  Expect delays due to accident  #3#4 lanes blocked  No ETO ,1
516958452783259648,CaltransDist3,2014-09-30 14:31:14+00:00,pledging to be track smart at sacramento  ,,,official,Pledging to Be Track Smart at Sacramento  ,0
516955814868033537,CaltransDist3,2014-09-30 14:20:45+00:00,sac northbound 99 at the westbound 50 connector roadway clear  ,,,official,Sac northbound 99 at the westbound 50 connector roadway clear  ,0
516946001643716608,CaltransDist3,2014-09-30 13:41:45+00:00,sac northbound 99 at the westbound 50 connector the #1 lane is blocked due to 4 veh crash no eto ,#1,,official,Sac northbound 99 at the westbound 50 connector the #1 lane is blocked due to 4 veh crash No ETO ,1
516730204576706560,CaltransDist3,2014-09-29 23:24:15+00:00, melissacrowley wed love to have you go on the air with that ,,,official, MelissaCrowley Wed love to have you go on the air with that ,0
515601529265725441,CaltransDist3,2014-09-26 20:39:18+00:00,sac wb hwy 50 at 59th st onramp all clear ,,,official,Sac WB Hwy 50 at 59th St onramp all clear ,0
515577188713005056,CaltransDist3,2014-09-26 19:02:35+00:00,wb hwy 50 59th st onramp detour  expect delays  fuel spill by safeway truck  eto 2-3 hrs ,,,official,WB Hwy 50 59th St onramp detour  Expect delays  Fuel spill by Safeway truck  ETO 2-3 hrs ,1
515547336701775872,CaltransDist3,2014-09-26 17:03:58+00:00,one-way traffic control still in place on hwy 113 at seymour  pg&e needs to replace a utility pole  eto for full opening is 2 pm,,,official,One-way traffic control still in place on Hwy 113 at Seymour  PG&E needs to replace a utility pole  ETO for full opening is 2 pm,0
515517307611652096,CaltransDist3,2014-09-26 15:04:38+00:00,1-way traffic control on hwy 113 at seymour rd in robbins  sutter county  due to accident ,,,official,1-way traffic control on Hwy 113 at Seymour Rd in Robbins  Sutter County  due to accident ,1
515164880127541248,CaltransDist3,2014-09-25 15:44:13+00:00, bayareacommuter  d3pio webster goes under 80 and its being repaved by the county,,,official, BayAreaCommuter  D3PIO Webster goes under 80 and its being repaved by the county,0
515162211400945664,CaltransDist3,2014-09-25 15:33:37+00:00,rain hitting valley hard now moving over toward lake tahoe  slow down turn headlights on and drive carfeully ,,,official,Rain hitting valley hard now moving over toward Lake Tahoe  Slow down turn headlights on and drive carfeully ,0
514905340157394944,CaltransDist3,2014-09-24 22:32:54+00:00,sac sb i-5 north of arena bl all clear ,,,official,Sac SB I-5 north of Arena Bl all clear ,0
514889105633603584,CaltransDist3,2014-09-24 21:28:23+00:00, bayareacommuter 80 eb on and off ramps are closed due to paving on the surface street webster ,,,official, BayAreaCommuter 80 EB on and off ramps are closed due to paving on the surface street Webster ,1
514655235672129536,CaltransDist3,2014-09-24 05:59:04+00:00,in the closing process for i80 in the colfax area  #raise80,#raise80,,official,In the closing process for I80 in the Colfax area  #raise80,0
514608100306075648,CaltransDist3,2014-09-24 02:51:46+00:00,sb i-5 just north of arena blvd all lanes open most of the hay bales have been removed will return in the am & remove from center divide ,,,official,SB I-5 just north of Arena Blvd all lanes open most of the hay bales have been removed will return in the AM & remove from center divide ,0
514600640065339392,CaltransDist3,2014-09-24 02:22:08+00:00,northbound i-5 all lanes clear south of arena blvd due to earlier fuel cleanup ,,,official,Northbound I-5 all lanes clear south of Arena Blvd due to earlier fuel cleanup ,0
514597125918048256,CaltransDist3,2014-09-24 02:08:10+00:00, bayareacommuter im not able to confirm please call me 530 632-0080 ,,,official, BayAreaCommuter Im not able to confirm please call me 530 632-0080 ,0
514586957054500864,CaltransDist3,2014-09-24 01:27:45+00:00, bayareacommuter im not able to find this locationplease verify ,,,official, BayAreaCommuter Im not able to find this locationPlease verify ,0
514586677357322240,CaltransDist3,2014-09-24 01:26:39+00:00, bayareacommuter,,,official, BayAreaCommuter,0
514577979322949632,CaltransDist3,2014-09-24 00:52:05+00:00,southbound i-5 just north of arena blvd a big rig lost a load bales of hay in the #1 & #2 lanes caltrans in route to clean up ,#1 #2,,official,Southbound I-5 just north of Arena Blvd a big rig lost a load bales of hay in the #1 & #2 lanes Caltrans in route to clean up ,0
514568966497652737,CaltransDist3,2014-09-24 00:16:16+00:00,northbound i-5 just south of arena blvd a sweeper and sign truck have been requested for cleanup due to a truck leaking fuel on the roadway ,,,official,Northbound I-5 just south of Arena Blvd a sweeper and sign truck have been requested for cleanup due to a truck leaking fuel on the roadway ,0
514530681838252032,CaltransDist3,2014-09-23 21:44:08+00:00,construction update  hwy12 rio vista bridge near hwy160 partial closure tonight  one way traffic control will continue  up to 30 min  delays,,,official,Construction Update  Hwy12 Rio Vista Bridge near Hwy160 partial closure tonight  One way traffic control will continue  Up to 30 min  delays,1
514521221753741312,CaltransDist3,2014-09-23 21:06:33+00:00,yolo i-5 woodland overpass  county road 99s  scheduled for temporary 24 7 closure from sept  26-oct  9 detour signs will be in place ,,,official,Yolo I-5 Woodland overpass  County Road 99S  scheduled for temporary 24 7 closure from Sept  26-Oct  9 Detour signs will be in place ,1
514190540624392192,CaltransDist3,2014-09-22 23:12:32+00:00,interstate 80 subject to detour tuesday and wednesday nights in south placer county  ,,,official,Interstate 80 Subject to Detour Tuesday and Wednesday Nights in South Placer County  ,0
514187725662990336,CaltransDist3,2014-09-22 23:01:21+00:00,hwy 191 in butte county is back open  had been closed for downed power pole from collision ,,,official,Hwy 191 in Butte County is back open  Had been closed for downed power pole from collision ,0
514180135524659200,CaltransDist3,2014-09-22 22:31:11+00:00,hwy 191 in butte county is currently closed near adobe lane due to downed power lines in roadway,,,official,Hwy 191 in Butte County is currently closed near Adobe Lane due to downed power lines in roadway,1
514109721922392064,CaltransDist3,2014-09-22 17:51:24+00:00,community meetings tonight at 7 for #kingfire  golden sierra hs in garden valley or seventh-day adventist church in camino,#KingFire,,official,Community meetings tonight at 7 for #KingFire  Golden Sierra HS in Garden Valley or Seventh-day Adventist Church in Camino,1
513913488704815104,CaltransDist3,2014-09-22 04:51:38+00:00,hwy 193 roadway clear due to earlier collision ,,,official,Hwy 193 roadway clear due to earlier collision ,0
513876395916017664,CaltransDist3,2014-09-22 02:24:14+00:00,hwy 193 el dorado county at cherry acres one way traffic control due to head on collision ,,,official,Hwy 193 El Dorado county at Cherry Acres one way traffic control due to head on collision ,1
513120319071334400,CaltransDist3,2014-09-20 00:19:52+00:00,weekend pavement repairs scheduled for sacramento northbound i-5 #3#4 lanes near seamas ave sat and sun 6am-1pm,#3 #4,,official,Weekend pavement repairs scheduled for Sacramento northbound I-5 #3#4 lanes near Seamas Ave Sat and Sun 6am-1pm,0
513111155905028096,CaltransDist3,2014-09-19 23:43:27+00:00, bayareacommuter wb #2 lane remains closed yes for about a 4 mile stretch for fire operations ,#2,,official, BayAreaCommuter WB #2 lane remains closed yes for about a 4 mile stretch for fire operations ,1
513110270625853440,CaltransDist3,2014-09-19 23:39:56+00:00,our maintenance supervisor reports hwy 50 currently in good shape smoke has cleared a bit from #kingfire  highway remains open ,#KingFire,,official,Our maintenance supervisor reports Hwy 50 currently in good shape smoke has cleared a bit from #KingFire  Highway remains OPEN ,0
513087121364508674,CaltransDist3,2014-09-19 22:07:57+00:00,highway 99 at pennington in live oak big rig vs  train in train crossing  no injuries reported but pennington closed  no eto,,,official,Highway 99 at Pennington in Live Oak big rig vs  train in train crossing  No injuries reported but Pennington closed  No ETO,1
513075766548889601,CaltransDist3,2014-09-19 21:22:49+00:00,our quickmap tool shows the #kingfire and any associated lane closures on the state highway system   ,#KingFire,,official,Our QuickMap tool shows the #KingFire and any associated lane closures on the state highway system   ,1
513062370256498688,CaltransDist3,2014-09-19 20:29:35+00:00,community meeting for #kingfire  tonight at camino seventh-day adventist church 3520 carson road camino at 7 pm,#KingFire,,official,Community meeting for #KingFire  tonight at Camino Seventh-day Adventist Church 3520 Carson Road Camino at 7 pm,1
513060072629747712,CaltransDist3,2014-09-19 20:20:28+00:00,yolo sb i-5 just north of hwy 113 update  roadway cleared ,,,official,Yolo SB I-5 just north of Hwy 113 Update  Roadway cleared ,0
513054484961189888,CaltransDist3,2014-09-19 19:58:15+00:00,yolo sb i-5 north of hwy 113 expect delays due to bigrig accident  #2 lane blocked  eto 45-60 minutes ,#2,,official,Yolo SB I-5 north of Hwy 113 expect delays due to bigrig accident  #2 lane blocked  ETO 45-60 minutes ,1
513053963311013889,CaltransDist3,2014-09-19 19:56:11+00:00,chp reports big rig fully engulfed in flames i-5 at hwy 113  sb #2 lane blocked for fire operation  eto 45-60 minutes,#2,,official,CHP reports big rig fully engulfed in flames I-5 at Hwy 113  SB #2 lane blocked for fire operation  ETO 45-60 minutes,1
513038611135344641,CaltransDist3,2014-09-19 18:55:11+00:00,sections of tahoe highways closed sunday for ironman lake tahoe  more info   ,,,official,Sections of Tahoe highways closed Sunday for Ironman Lake Tahoe  More info   ,1
513013467335233536,CaltransDist3,2014-09-19 17:15:16+00:00,latest on #kingfire  hwy 50 is open  wb #2 lane closed indefinitely for fire opeartions    …,#KingFire #2,,official,Latest on #KingFire  Hwy 50 is open  WB #2 lane closed indefinitely for fire opeartions    …,0
512999117917007873,CaltransDist3,2014-09-19 16:18:15+00:00,sac 16 near sloughhouse rd  all lanes now open ,,,official,Sac 16 near Sloughhouse Rd  All lanes now open ,0
512995910712700928,CaltransDist3,2014-09-19 16:05:30+00:00,this is view highway 50 at sierra-at-tahoe  road is open traffic light  smoke has settled into basin  ,,,official,This is view Highway 50 at Sierra-at-Tahoe  Road is open traffic light  Smoke has settled into Basin  ,0
512994865962307584,CaltransDist3,2014-09-19 16:01:21+00:00,sac highway 16 near sloughhouse rd  update  open with one way traffic control  still no eto ,,,official,Sac Highway 16 near Sloughhouse Rd  UPDATE  Open with one way traffic control  Still no ETO ,0
512981330486108160,CaltransDist3,2014-09-19 15:07:34+00:00,sac hwy 16 near sloughhouse rd  expect delays due to accident  roadway closed  no eto ,,,official,Sac Hwy 16 near Sloughhouse Rd  Expect delays due to accident  Roadway closed  No ETO ,1
512912702948536320,CaltransDist3,2014-09-19 10:34:52+00:00,hwy 50 reopened at 3 30 am all lanes eastbound open  westbound #2 lane closed for fire equipment ,#2,,official,Hwy 50 reopened at 3 30 am all lanes eastbound open  westbound #2 lane closed for fire equipment ,0
512765868845981696,CaltransDist3,2014-09-19 00:51:24+00:00,major slowdown hwy 65 nb into wheatland ,,,official,Major slowdown hwy 65 nb into Wheatland ,0
512755217029296129,CaltransDist3,2014-09-19 00:09:04+00:00,sac us hwy50 roadwork tonight  for more info  go to  #sacdeckedout,#sacDECKEDout,,official,SAC US Hwy50 Roadwork Tonight  For more info  go to  #sacDECKEDout,0
512752576261926912,CaltransDist3,2014-09-18 23:58:35+00:00,work us50  8pm-6am  joints overlay  reduced lanes e wb  intermittent ramp closures  15th 5th st  intermittent connector  wb to nb sb i-5,,,official,Work US50  8pm-6am  joints overlay  Reduced lanes E WB  Intermittent ramp closures  15th 5th St  Intermittent connector  WB to NB SB I-5,1
512750996871577601,CaltransDist3,2014-09-18 23:52:18+00:00,sac nb i-5 near sutterville  expect delays due to accident involving bigrig  all lanes blocked  no eto ,,,official,Sac NB I-5 near Sutterville  Expect delays due to accident involving bigrig  All lanes blocked  No ETO ,1
512747950032691201,CaltransDist3,2014-09-18 23:40:12+00:00,nb i-5 just north of sutterville rd closed due to overturned big rig  caltrans en route  no eto ,,,official,NB I-5 just north of Sutterville Rd closed due to overturned big rig  Caltrans en route  No ETO ,1
512733022127280128,CaltransDist3,2014-09-18 22:40:53+00:00,hwy 50 closing again due to #kingfire  had about 15 minute opening before more flareups forced closure,#KingFire,,official,Hwy 50 closing again due to #KingFire  Had about 15 minute opening before more flareups forced closure,0
512732610833829889,CaltransDist3,2014-09-18 22:39:15+00:00,traffic alert  fire whipped up again  us highway 50 closed from sly park to riverton  no eto  #kingfire,#KingFire,,official,TRAFFIC ALERT  Fire whipped up again  US Highway 50 closed from Sly Park to Riverton  No ETO  #KingFire,1
512731626757840897,CaltransDist3,2014-09-18 22:35:20+00:00,hwy 50 back open in both directions thru #kingfire area  drive carefully  #2 wb lane still closed for fire operations,#KingFire #2,,official,Hwy 50 back open in both directions thru #KingFire area  Drive carefully  #2 WB lane still closed for fire operations,0
512728582955597824,CaltransDist3,2014-09-18 22:23:14+00:00,still plenty of smoke drifting up over hwy 50 from #kingfire still closed from pollock pines to  ,#KingFire,,official,Still plenty of smoke drifting up over Hwy 50 from #KingFire still closed from Pollock Pines to  ,1
512725248756568064,CaltransDist3,2014-09-18 22:09:59+00:00, weathernation sure credit caltrans,,,official, WeatherNation sure credit Caltrans,0
512717043573854209,CaltransDist3,2014-09-18 21:37:23+00:00,caltrans crew clearing burned trees from hwy 50 at #kingfire hwy still closed sly park rd to  ,#KingFire,,official,Caltrans crew clearing burned trees from Hwy 50 at #KingFire hwy still closed Sly Park Rd to  ,0
512699631214415872,CaltransDist3,2014-09-18 20:28:12+00:00,this is burning 5 feet from hwy 50 at #kingfire windy with lots of  ,#KingFire,,official,This is burning 5 feet from Hwy 50 at #KingFire windy with lots of  ,1
512686749697323009,CaltransDist3,2014-09-18 19:37:01+00:00,lots of smoke hovering on hwy 50  this is near bridal veil  ,,,official,Lots of smoke hovering on Hwy 50  This is near Bridal Veil  ,0
512682370579714048,CaltransDist3,2014-09-18 19:19:36+00:00,50 still closed from pollock pines to riverton  visibility concerns due to smoke  still no  ,,,official,50 still closed from Pollock Pines to Riverton  Visibility concerns due to smoke  Still no  ,1
512667724674523136,CaltransDist3,2014-09-18 18:21:25+00:00,incident command center for #kingfire press conference in 10  ,#KingFire,,official,Incident Command Center for #KingFire press conference in 10  ,0
512660935727542272,CaltransDist3,2014-09-18 17:54:26+00:00,hwy 12 rio vista bridge scheduled for nightime work this weekend starting friday  9 21-10 2 9pm-6am  expect delays up to 30 minutes ,,,official,Hwy 12 Rio Vista bridge scheduled for nightime work this weekend starting Friday  9 21-10 2 9pm-6am  Expect delays up to 30 minutes ,1
512646808657338369,CaltransDist3,2014-09-18 16:58:18+00:00,traffic alert  us highway 50 remains closed from sly park to ice house road  no eto #kingfire,#KingFire,,official,TRAFFIC ALERT  US Highway 50 remains closed from Sly Park to Ice House Road  No ETO #KingFire,1
512614398607634434,CaltransDist3,2014-09-18 14:49:31+00:00, anthonyramos20 that is a sacramento county department of transportation project  caltrans isnt running that project  sorry,,,official, anthonyramos20 That is a Sacramento County Department of Transportation project  Caltrans isnt running that project  Sorry,0
512599806490185728,CaltransDist3,2014-09-18 13:51:32+00:00,hwy 50 el dorado county between sly park and riverton cal-fire continues to set back fires no eto of opening hwy  ,,,official,Hwy 50 El Dorado county between Sly Park and Riverton Cal-Fire continues to set back fires NO ETO of opening hwy  ,0
512594019340537856,CaltransDist3,2014-09-18 13:28:32+00:00,hwy 50 el do county remains closed from sly park rd to riverton due to cal-fire setting back fires in the area  no eto for reopening ,,,official,Hwy 50 El Do county remains closed from Sly Park Rd to Riverton due to Cal-Fire setting back fires in the area  NO ETO for reopening ,0
512495324779515904,CaltransDist3,2014-09-18 06:56:21+00:00,hwy 50 el do county at midnight will close both directions of traffic from sly park rd to riverton cal-fire setting back fires  no eto  ,,,official,Hwy 50 El Do county at midnight will close both directions of traffic from Sly Park Rd to Riverton Cal-Fire setting back fires  NO ETO  ,1
512494276174184448,CaltransDist3,2014-09-18 06:52:11+00:00,hwy 50 from riverton to sly park will be closing at midnight cal-fire will be setting back fires in the same locations as   eto ,,,official,Hwy 50 from Riverton to Sly Park will be closing at midnight Cal-Fire will be setting back fires in the same locations as   ETO ,1
512370870099013632,CaltransDist3,2014-09-17 22:41:49+00:00,this is #kingfire from hwy 193 near  ,#KingFire,,official,This is #KingFire from Hwy 193 near  ,1
512346978412290048,CaltransDist3,2014-09-17 21:06:53+00:00,hwy 50 back open but wb #2 lane to remain closed at least overnight for cal fire operations # ,#2 #KingFirepic,,official,Hwy 50 back open but wb #2 lane to remain closed at least overnight for Cal Fire operations # ,0
512345305686081537,CaltransDist3,2014-09-17 21:00:14+00:00,hwy 50 is back open in both directions sly park through fresh pond  #2 wb lane to stay closed for #kingfire,#2 #KingFire,,official,Hwy 50 is back open in both directions Sly Park through Fresh Pond  #2 WB lane to stay closed for #KingFire,0
512338278549180416,CaltransDist3,2014-09-17 20:32:19+00:00,cleaning up hwy 50 #kingfire eto 2 pm to reopen all but #2 westbound lane closed for cal fire  ,#KingFire #2,,official,Cleaning up Hwy 50 #KingFire ETO 2 pm to reopen all but #2 westbound lane closed for Cal Fire  ,0
512334433215840257,CaltransDist3,2014-09-17 20:17:02+00:00,we are shooting for 2 pm eto for opening hwy 50  caltrans tree crew on scene removing burned trees,,,official,We are shooting for 2 pm ETO for opening Hwy 50  Caltrans tree crew on scene removing burned trees,0
512326516303073280,CaltransDist3,2014-09-17 19:45:34+00:00,cal fire helicopter drop over #kingfire in fresh pond off hwy  ,#KingFire,,official,Cal Fire helicopter drop over #KingFire in Fresh Pond off Hwy  ,1
512324506522619904,CaltransDist3,2014-09-17 19:37:35+00:00,# ,#KingFirepic,,official,# ,0
512324168944480257,CaltransDist3,2014-09-17 19:36:15+00:00,theres a home about 150 feet from here  calfire pio on scene # ,#KingFirepic,,official,Theres a home about 150 feet from here  CALFIRE PIO on scene # ,0
512323065456627712,CaltransDist3,2014-09-17 19:31:51+00:00,per chp at least 4 more hours for hwy 50 closure due to #kingfire  winds picking up very fluid situation,#KingFire,,official,Per CHP at least 4 more hours for Hwy 50 closure due to #KingFire  Winds picking up very fluid situation,1
512318499398897664,CaltransDist3,2014-09-17 19:13:43+00:00,this is about 50 feet from hwy 50 in fresh  ,,,official,this is about 50 feet from Hwy 50 in Fresh  ,0
512314939965722624,CaltransDist3,2014-09-17 18:59:34+00:00,tree removal ongoing for #kingfire hwy 50 still closed sly park to fresh  ,#KingFire,,official,Tree removal ongoing for #KingFire hwy 50 still closed Sly Park to Fresh  ,1
512299003002626048,CaltransDist3,2014-09-17 17:56:15+00:00,update  us hwy 50 still closed between sly park & fresh pond due to fire  traffic screen at myers with only locals allowed through  no eto,,,official,UPDATE  US Hwy 50 still closed between Sly Park & Fresh Pond due to fire  Traffic screen at Myers with only locals allowed through  No ETO,1
512272640719876096,CaltransDist3,2014-09-17 16:11:29+00:00,us 50 still closed between sly park & fresh pond due to fire  wb motorists screened at myers - only local residents allowed through  no eto,,,official,US 50 still closed between Sly Park & Fresh Pond due to fire  WB motorists screened at Myers - only local residents allowed through  No ETO,1
512262145442979842,CaltransDist3,2014-09-17 15:29:47+00:00,   highway 50 weekend construction work scheduled for pioneer bridge  for more information go to  ,,,official,   Highway 50 Weekend Construction Work Scheduled for Pioneer Bridge  For more information go to  ,0
512255390810406912,CaltransDist3,2014-09-17 15:02:57+00:00,hwy 50 update   0745 hwy 50 closed eb  sly park - wb  fresh pond - screening local access - detour hwy 49 to hwy 88 or hwy 80 - no eto ,,,official,Hwy 50 update   0745 HWY 50 CLOSED EB  SLY PARK - WB  FRESH POND - SCREENING LOCAL ACCESS - DETOUR HWY 49 TO HWY 88 OR HWY 80 - NO ETO ,1
512232410172653570,CaltransDist3,2014-09-17 13:31:38+00:00,hwy 50 el dorado county remains closed due to fire from fresh pond to sly park rd  trees continue to burn and fall along the hwy not safe ,,,official,Hwy 50 El Dorado county remains CLOSED due to fire from Fresh Pond to Sly Park Rd  Trees continue to burn and fall along the Hwy not safe ,1
512111470596075520,CaltransDist3,2014-09-17 05:31:03+00:00,hwy 50 el dorado county will remain closed until morning due to fire  cal-fire & chp will give direction when the hwy will reopen ,,,official,Hwy 50 El Dorado county will remain closed until morning due to fire  Cal-Fire & CHP will give direction when the hwy will reopen ,0
512096710328606721,CaltransDist3,2014-09-17 04:32:24+00:00, d3pio hwy 50 el dorado county remains closed from sly park rd to fresh pond due to fire no detours ,,,official, D3PIO Hwy 50 El Dorado county remains closed from Sly Park Rd to Fresh Pond due to fire NO Detours ,1
512078404548820993,CaltransDist3,2014-09-17 03:19:40+00:00,hwy 50 el dorado county closed at fresh pond   sly park road due to fire  no alternate routes ,,,official,Hwy 50 El Dorado county closed at Fresh Pond   Sly park Road due to fire  NO alternate routes ,1
511954973811167233,CaltransDist3,2014-09-16 19:09:12+00:00,chance for much-needed showers late wednesday into thursday says  nwssacramento,,,official,Chance for much-needed showers late Wednesday into Thursday says  NWSSacramento,0
511912552893132800,CaltransDist3,2014-09-16 16:20:38+00:00,chp reports mandatory evacuations for #king fire  mosquito rd  rock creek road mosquito gravel rd  hwy 193 still open,#King,,official,CHP reports mandatory evacuations for #King Fire  Mosquito Rd  Rock Creek Road Mosquito Gravel Rd  Hwy 193 still open,0
511908356986920960,CaltransDist3,2014-09-16 16:03:57+00:00,wb highway 50 #2 lane closed between fresh pond and sly park road due to #kingfire,#2 #KingFire,,official,WB Highway 50 #2 lane closed between Fresh Pond and Sly Park Road due to #KingFire,1
511887491369271296,CaltransDist3,2014-09-16 14:41:03+00:00,us 50 el dorado county near sly park the westbound #2 lane remains closed due to fire activity ,#2,,official,US 50 El Dorado county near Sly Park the westbound #2 lane remains closed due to fire activity ,1
511677265655365632,CaltransDist3,2014-09-16 00:45:41+00:00,u 50 el dorado county westbound lanes closed at fresh pond near sly park due to fire ,,,official,U 50 El Dorado county westbound lanes closed at Fresh Pond near Sly Park due to fire ,1
511655193528631296,CaltransDist3,2014-09-15 23:17:58+00:00,all clear on hwy 193 in newcastle area  had been closed for log removal after overturned big rig ,,,official,All clear on Hwy 193 in Newcastle area  Had been closed for log removal after overturned big rig ,0
511640627629391873,CaltransDist3,2014-09-15 22:20:06+00:00,traffic alert  hwy 193 west of newcastle closed for log removal  reopen by 4 15  seek alternate route ,,,official,TRAFFIC ALERT  Hwy 193 west of Newcastle closed for log removal  Reopen by 4 15  Seek alternate route ,0
511638723444760576,CaltransDist3,2014-09-15 22:12:32+00:00,hwy 193 near newcastle is currently closed again for log removal ,,,official,Hwy 193 near Newcastle is currently closed again for log removal ,1
511631302185844736,CaltransDist3,2014-09-15 21:43:02+00:00,traffic alert- hwy 193 update  all lanes open until 3 30  at 3 30 full highway closure to retrieve logs  expect delays  #drivealert,#DriveAlert,,official,TRAFFIC ALERT- Hwy 193 update  All lanes open until 3 30  At 3 30 full highway closure to retrieve logs  Expect delays  #DriveAlert,0
