Id,SalePrice
292,141453.2034038019
1204,199745.13924685947
1829,240911.03728550358
2419,192900.93828797818
391,172314.3157715248
798,117858.64979678579
481,209596.93397638272
193,210816.01936731604
555,110565.48313092906
899,45614.779502904625
2357,178482.84966589801
328,127120.54914303275
1356,102770.89958984905
1154,111093.96278529125
1730,198523.2056653041
2249,146147.1118831894
1119,245702.20489099936
2856,134665.33995706076
1394,138601.75774198922
2587,123243.81231266295
61,276750.0739436174
2661,176649.06376455305
2711,119872.14698325365
1147,186290.8774016
757,141313.3280733775
2623,74662.0024101144
2378,163691.45378664474
1413,143270.8871706404
1722,233862.09439812577
1112,214353.11568959313
1623,179617.98175260704
1201,201755.0875715349
1513,119549.75690625922
957,225716.4922926128
1171,266271.7790934319
1145,199466.86658157827
2726,208349.6342231736
703,158158.58705491782
760,106138.52610570902
1964,136741.5468062996
2512,187618.91207644076
159,131495.72502413415
1281,175455.0328307841
468,198477.51196994318
290,124826.00129028247
665,109819.3711308781
1463,252978.49060143426
1792,215904.3653717672
923,127476.12032595382
500,273980.5381509928
1408,150546.97735830664
331,92720.02250270569
170,156411.0764402561
2192,92332.50995137205
2571,267222.5314098672
2314,164478.54946159956
2647,94117.89273153397
422,357627.45468805137
2457,298777.9023494433
1838,227611.6763439175
2805,243771.33381744626
1645,155661.5850194355
1711,282312.06156357087
2825,258505.52273415402
322,315237.0938988513
2103,255708.7020776181
342,106901.37376980844
600,97414.82485223422
488,179450.55670578813
1725,314385.34997569316
2246,260313.48966838839
2847,166031.79427615053
806,241140.65383735579
530,233289.41043370636
963,189443.96771464113
2678,92100.11456543079
171,100607.46614876529
2401,365406.6804249851
805,222863.80779695034
2259,273812.02882943104
1748,203485.21115052362
1361,132017.90695168066
1677,130843.0292629766
1406,148366.35306882567
2322,237977.99983302003
688,160637.46972298587
143,132765.9766326634
804,212522.7284525124
1214,152484.27791702375
2828,146160.31799588306
1999,187451.49416567245
2467,196996.64394901507
2665,155704.96343355114
1538,300836.96052740735
398,94902.79258140363
2822,131796.3336082287
2157,161690.08671368007
1856,171979.69071764825
1269,86163.48627014796
2570,116271.7519544732
2320,234799.48754867888
1517,114100.46063764126
2304,128060.26407372719
1312,99718.22873691784
2012,137346.89422146406
506,223589.4369740145
2865,189842.93672831776
2367,122876.74120630557
554,95239.54809920385
238,118308.13956889207
1954,101358.74899641715
2488,137291.65981505217
2291,96436.66544680728
1969,86590.23023581505
2725,152222.8953144966
1482,173244.93936308275
2763,211998.60195361753
503,235463.97884014796
1584,241113.58681532636
1531,146322.06232074765
2210,169057.99488909286
459,313755.86354837415
556,115730.1536931193
1347,140372.90328661352
1290,79339.23100869288
1388,114955.66333678225
1571,176073.5726804589
2754,216693.15238475136
765,131395.14556396334
2494,114199.0869893356
2870,199242.15842406952
7,212942.11148009205
1114,236334.63244254235
2418,261437.88270152174
291,136725.6695100729
18,304897.79109889374
39,322520.86295967957
1001,250380.57451979187
2442,242709.14199580962
616,139012.9434418491
2680,65225.756015255465
1414,110265.59869043343
289,157583.03612462408
40,232153.1357407245
860,112443.12128186715
409,137281.77612092055
673,134451.16587271832
2427,186411.82407931134
2036,199724.90906727023
2564,151889.96313650848
642,179372.7076130259
1008,176794.3010532054
1908,153454.55507412157
2519,201081.91189002304
1369,85311.33021581883
2855,158531.19544271159
712,92162.39991238003
1943,122970.38565874356
1958,142107.75809360924
107,187068.44939204084
2295,184353.70224849996
704,107669.21779386036
676,145199.47429367073
259,174104.8972480807
93,255430.07808092458
106,232752.89125647326
2315,177418.5289206882
1050,107368.37438720895
1095,209724.18390567123
2709,135221.83833755506
758,165418.03286821523
1496,153073.67572261428
2370,130361.90341961721
2458,267252.1757938517
2733,137545.9684928452
161,288369.0424837029
726,142264.4468345301
845,206499.72806063306
947,241757.78456671827
2232,120105.48152553872
2563,135151.7346956723
2299,137845.66384076653
211,83955.65110964456
605,155229.80968494352
1478,215743.22761312546
2247,260612.70538006653
2274,165340.0317835391
2869,203465.16222763225
967,217849.09192073985
2656,104350.10972065118
667,201435.04785879655
1042,123068.85071422206
2023,155693.54831067612
2447,340329.2882916493
2055,118858.35115818447
2275,262385.96433889936
2204,185732.9856732008
1563,256881.2698573782
483,219187.6843099997
796,159050.3581461399
1526,144346.8947455216
2042,156734.0686113342
442,313407.6464956588
1693,288607.1411033047
1468,216565.41457608528
1430,185988.57517306122
2605,184959.48161972465
1529,189164.17004033597
335,124579.36318141257
1287,125370.01458828349
31,118572.82882517693
1785,277012.2622538237
82,164591.3939536357
2620,124732.4061950593
252,185504.76771044626
721,97912.11523216532
2165,207675.66093985143
2316,168070.30902391556
775,117032.93410783156
1558,67833.0934291177
17,207332.46816453233
1022,237733.59274805314
925,125584.10820064682
438,264395.70579891955
1270,141192.77241191617
1272,113279.77390733163
215,139304.1526902233
266,223779.9296269383
2402,260286.84487938718
1250,105344.08421955653
1984,112870.85584040405
1279,131336.15154966898
377,251766.26439432835
1252,150437.47148387565
2156,256697.62559423607
499,296977.4828495468
1374,126501.46706569276
2898,214993.77427096525
401,95339.00490853842
2721,177034.24278211442
2078,256809.13167030073
2589,116523.8173832756
1946,206522.68451353337
1334,121037.35981113662
2781,226187.38334349974
431,335876.818526548
576,213727.81251977466
1474,204317.76212513808
2254,130241.92436373932
2155,258904.8471696641
885,105476.07423926098
643,121650.4652321717
1944,122454.29174179758
480,214725.961579973
2845,118810.93734449381
2387,278193.0082062201
2407,219070.54089294025
2527,158915.33188366995
2514,172854.39870056347
629,160030.37129419332
80,205968.62412236945
1876,141101.38966590608
1546,115983.26032388548
2518,175543.87372723303
2347,157399.3990514495
783,189412.45738734258
1322,45204.43971737812
194,90981.14197298675
1770,266244.30825061596
2143,140909.55509293673
1229,198627.43898966897
511,257068.71012302372
46,221068.495550415
1348,166968.08461832406
2465,195491.93573367503
387,236097.97622486658
873,215700.71490008745
1918,93890.68860869983
2764,231009.1935450309
2184,102141.91413414688
934,163491.04985628335
1920,122925.23964230111
2631,143946.98067546415
1768,455158.65479886567
2040,108681.54210932564
1749,227321.99959725107
834,212592.43815583584
1457,243422.2347151722
79,122778.69293485372
2302,107359.38417863369
1817,135484.5765209786
2755,223069.78156822256
359,177924.76087013155
2059,109247.84921996447
2092,240989.30855657486
2516,238979.75039764761
150,98999.00434133841
1656,138778.60878342984
83,102802.6115204494
2411,206504.44525819854
795,65708.63601015927
2312,227204.17496650445
2917,129122.70240288542
1624,190679.53194439528
2215,264381.4367777726
1211,152210.7431829985
1485,177990.9481749019
1024,184136.23291818507
570,206488.1836679161
2874,122028.96655773045
700,160142.03507416672
2756,212943.6015633815
2022,167435.89612478449
583,205713.62594219588
2392,309508.4362436192
2424,214363.29660369072
212,112343.33959963673
736,127957.72386037593
1610,162510.2282041764
890,113682.1524529506
467,197151.94888285478
578,242671.27025833796
1747,188940.98759336502
1149,179342.98484548274
2758,238333.79937576852
857,123056.10914777825
2219,261835.0485803308
733,113762.41369707603
2909,136512.7508891616
1798,245374.14382074377
235,119226.16633339727
2366,144646.10805756517
1027,117245.1266663752
1195,126601.71367340721
1303,37667.04130045278
148,182746.61586882512
608,145908.50485481194
2515,207680.96248625522
821,273338.153631318
2500,261838.41483362042
745,110872.38506994862
741,125197.59897341765
1611,131277.53768023534
2532,114103.00049154891
1081,221163.43883123517
1692,346554.94829003664
2520,202000.3972547379
276,131197.85764383257
1992,132071.40302665997
663,42161.46645333513
418,129284.52292744664
1733,201880.4171754464
2359,135388.0026008943
253,195177.19063802657
1518,181488.1093355521
2035,150072.13415945217
2919,98377.54745489638
1540,212328.2620841636
2120,127844.76608768723
1674,202355.7287064814
256,126573.08881840482
2361,94902.79258140363
978,88231.6909340698
2280,144645.14343355678
2095,236676.69186193426
1709,279429.09944663034
2801,220568.07658910542
1246,110412.90596422006
2373,122421.46516357095
1055,242485.2008720046
2017,123143.50655987905
1099,291700.6339420745
1344,78815.03930428915
835,157522.11283155077
1117,226276.94089636335
2043,110195.72424064914
2085,138381.9505226335
410,165431.39686598966
2650,103691.33531383262
2867,159064.0889246515
1668,111749.79281689739
1161,182173.01720068115
2122,179961.30488763226
2539,118687.12353549805
1047,144375.59159439383
1445,120305.70842374885
541,153357.44327781652
569,236977.76495126565
1276,123352.75694773893
918,145536.2340818625
326,165879.62283051177
1936,125605.95143091865
895,91975.83559936727
257,125041.9257785757
1241,172988.65548124118
1545,117711.8318957315
1189,176539.82667511073
270,161984.2027372406
2066,211431.43918698886
693,101983.43184302247
1259,139357.09352411935
2916,151103.69013695733
2321,261985.90824345313
1977,97585.91251407447
1895,163761.35917322873
1240,153254.86382689525
85,138762.35062297224
1823,98028.71365943574
825,275980.23650668527
110,227264.40461061953
697,126138.18244996213
2297,113492.8706218315
1231,119626.49120817927
1355,127561.5781066328
968,320288.348699574
584,210539.00650794792
1315,144795.9471980168
1606,111730.76217913174
206,96200.43241553486
1685,311457.54020859895
2016,141860.57491306134
869,209706.2483940178
2135,116459.01418231765
2346,162248.39379663055
2430,224938.69319227885
2198,90934.87374392943
2652,107045.28908381274
27,99912.39383564168
241,173307.73074658436
906,121460.56571340689
1506,132573.8034009965
2098,296202.3749072653
1435,205574.09485899436
2213,116627.30393208156
1274,126042.39663491258
743,40946.160506517976
1737,203693.8369489311
2797,252157.10902950738
2185,71017.36964645411
58,175977.12400971388
830,194857.22467062343
808,124624.893678008
680,147352.79940324102
1153,107156.53445091075
1291,155162.0402192471
1818,170158.8207315735
2161,192788.50321238593
1883,111938.541612298
350,307318.8464343684
2473,166224.95898750133
295,168184.17791514448
293,211917.12496313138
859,114978.88771481114
288,70705.36538327369
1578,154486.97097769938
102,215114.44159726694
2831,187322.8390864958
1030,170625.29940388468
2551,123737.43324986286
1286,139420.88153376302
958,280701.6718606587
776,110049.12930248876
72,222616.59438887995
2263,242479.18532945274
1866,134218.56491458893
2876,57835.44293374836
2146,256535.58763868606
103,183279.4366477778
1500,145926.4885298321
492,176635.89244672796
167,125318.8377210052
2597,119370.57083877467
2685,121798.95257537754
1035,135731.61291804316
1220,44803.0663250779
2602,144364.1193202805
2159,225927.4772669474
695,144220.02506193996
1109,246883.6564082628
640,167456.5065084548
1652,153825.5562990501
2090,179029.91467161675
1188,185090.3118435539
2345,220917.19798122975
1059,327937.44718831277
2751,220642.80595405283
128,221693.05673105165
1523,162859.47607349115
2925,142136.28892294446
2145,257366.9852899511
1121,217105.21117172996
566,272646.19167080615
565,216005.89516462164
1331,150945.099239327
2928,127731.55113295035
156,120422.50622728211
797,159962.9848072423
327,99267.40707784228
2859,139931.82741264906
1453,101989.67600099102
1762,290408.07681106345
1868,204961.39755448315
1760,177588.08040474472
1113,241317.7495351903
1812,193745.94173374085
117,149460.66122611775
1142,208424.11791785446
2342,319471.1189160837
927,131837.23435596703
2478,170999.7641226796
655,75353.48651693575
2064,120562.51738692401
369,232760.42656238342
2239,130695.88752157392
2732,202521.05775422766
1653,163993.3731940072
959,198877.16142139875
2395,290227.67930933484
1412,116104.02033527324
271,246212.3437565997
1484,179442.1132170678
1497,143515.92765625007
552,147501.49788425607
2,105157.97960048832
1855,286856.41131489514
4,257420.07945609267
2292,151558.38908302272
134,144070.80622049735
646,97616.36964686471
42,300809.44214607764
532,215302.19116914505
713,113764.56274959992
2561,124217.58068990416
2360,123564.20547750848
1333,130342.75713613455
1407,190449.27388566546
2892,256948.451952253
574,228558.95284174336
1227,193610.24895753956
2591,218253.64574278367
1476,208945.54277548357
1125,275119.68805401213
1446,138762.47540836502
408,121482.01257461018
1101,256576.89699003834
2251,199467.0038426969
373,183288.88645182317
2554,125676.37399746547
2382,250093.40934440773
1985,78725.56758152891
519,211384.01024902076
1093,189208.27434267767
864,253560.8685451555
2889,133456.19780895452
2308,175167.93835493445
986,136687.42370140704
1302,125769.62380535202
585,145121.48401740077
2708,137589.7633588818
147,124824.3236654189
1441,221633.39051492338
383,169395.62364373193
285,163874.69672590296
181,114217.71635874128
358,183560.34945552272
780,190576.68817534938
258,188067.36316180113
1865,206250.80886617443
692,126597.59277912113
2902,280895.2221061118
508,240180.87861373008
2638,140459.07430708606
36,160424.49982847483
611,160164.17888926028
2281,100305.01695260312
1678,155803.36658927228
1696,362684.85764533596
1557,72652.42621889443
2180,142371.25018806953
1726,231028.28376091272
951,135675.5391494073
267,230525.89332992188
2706,125706.46503451734
2221,203535.20421289012
1357,159121.15594007645
2901,276143.5796679035
347,181600.33653542527
2164,194082.0352377541
1586,267708.1997831755
360,171175.0856188262
1769,212979.82161976548
2617,163123.78965671372
1879,154342.22961556423
991,211092.8763506863
1535,116560.48665814381
1191,150989.5008139863
1579,196196.33165853785
1882,129808.52752028103
1510,114456.22138213518
2196,166575.3486781132
1845,203141.047051833
2336,328985.4821915253
942,95815.05879558821
861,117074.78490315727
2555,97747.95860535593
1392,152347.6911914386
2099,255708.7020776181
1543,136992.080873891
948,260690.68923786818
1239,160372.17039663205
22,182984.16967157437
2796,222651.84510028746
2747,191538.397223545
92,267862.95634848427
210,172522.39244685706
1858,219409.6899556754
2228,162872.05678172107
447,218566.50141798286
827,236405.11755044933
1649,225029.64510597254
682,130943.1573921016
2698,114629.97684992047
494,168491.14917539433
214,120816.6064202846
2441,231129.25154902088
2679,103602.61691335612
1336,116727.20639773924
465,207189.52398106502
1524,133345.64313533565
2543,102281.91600089101
631,134923.51759156957
2452,274614.05982625077
228,156940.7455481548
126,165950.60305882664
1092,222179.15420080104
1122,212926.6283490226
932,196593.02627131506
1980,86837.28811508103
2171,99093.11981649336
551,148758.15320168994
2768,164343.5127166853
2056,110558.70769636077
1159,319615.9585392858
2645,119079.62481618405
1174,185443.9349963424
2266,220957.76517608692
2462,325187.49566481134
1219,141115.2783657487
2922,172171.31383898552
118,131733.9472336187
474,202695.68752449378
2576,150166.429545781
872,266675.0935439301
1077,233014.95989926718
1536,135809.9223089757
1150,124147.641938427
2341,259118.9195014654
1931,151267.11268174066
2785,123528.62017417466
2538,119870.62321237836
597,199730.2936484702
464,196076.30986889673
233,210693.29458446987
2169,125532.1070123763
2123,159483.5533103136
1867,152686.91785034968
137,245093.04359479935
515,211310.82870522933
933,129837.62402709178
2784,144693.01801312366
972,170128.89158402337
599,162333.11974022735
2614,129245.95704332995
2582,133324.8188893632
1409,168757.90662635048
175,101274.08139805356
352,195418.4763138967
976,106174.69645701768
2134,198913.36901194905
984,113198.8666490938
2396,301277.38506165554
1673,141888.16113379272
404,132356.57126395556
607,166962.33305100026
814,164354.39324850007
868,202394.10311277804
2271,206192.38655615656
1633,232915.30669721856
337,173952.3322520617
2765,166097.7180335006
1746,230101.92570154858
368,292817.2575181117
2806,205261.99099542457
1662,172158.10066444683
1234,221599.9159348259
1373,137793.8943469068
1672,92336.16233545414
1939,117024.22477027716
